Experiment Simple_Date Class_ID Participant_Private_ID Time_On_Task Condition Phase Trial Time_On_Trial Trial_Number RestudyDecision JoL Test Event_Index Response all_test_element_codings_as_one Test_Total_Correct
beton krimpt
gebouwen worden kleiner
liften blijven hangen
liften moeten kleiner worden gemaakt" 54 "verwarming maakt de beton warm
beton krimpt
gebouwen worden kleiner
liften blijven hangen
liften moeten kleiner worden gemaakt" "1 3 4 Given" 3
2 2022-12-12 UN1 7650825 20.3666666666667 SSI 2 Muziek 91 4 Ja 3 "muziek helpt met verschillende dingen in de hersenen
1:met wiskunde
2: met onthouden
3: slimmer worden" 68 "muziek helpt met verschillende dingen in de hersenen
1:met wiskunde
2: met onthouden
3: slimmer worden" "0 2 3 4" 3
2 2022-12-12 UN1 7650825 20.3666666666667 SSI 2 Metro 169 5 Ja 2 "wagons in de ocean gegooit
1: afval kan daar kwijt
2: kunstmatige rif en daardoor meer vissen en plankton" 82 "wagons in de ocean gegooit
1: afval kan daar kwijt
2: kunstmatige rif en daardoor meer vissen en plankton" "Given 0 2 4 3" 3
2 2022-12-12 UN1 7650825 20.3666666666667 SSI 2 Geld 177 6 Ja 3 "mensen moeten niet lang weg van gevaar
mensen voelen alleen een korte tijd geluk of ongeluk
mensen wennen aan luxe
geld maakt niet gelukkig" 96 "mensen moeten niet lang weg van gevaar
mensen voelen alleen een korte tijd geluk of ongeluk
mensen wennen aan luxe
geld maakt niet gelukkig" "1 2 3 4" 4
2 2022-12-12 UN1 7650826 41.45 No-SSI 1 Suez 432 1 Ja 2 "Het Suezkanaar verbind de Atlantische Oceaan en de Indische Oceaan.
Het werd door mensen gegraven.
Zo moester er meer tussen kanaaltjes komen.
Zo hoefden men niet meer om het continent Afrika.
De handelsroutes hadden nu een kortere afstand tussen Jeddah en Rotterdam." 14 "Het Suezkanaar verbind de Atlantische Oceaan en de Indische Oceaan.
Het werd door mensen gegraven.
Zo moester er meer tussen kanaaltjes komen.
Zo hoefden men niet meer om het continent Afrika.
De handelsroutes hadden nu een kortere afstand tussen Jeddah en Rotterdam." "1 4 0 2 Given" 3
2 2022-12-12 UN1 7650826 41.45 No-SSI 1 Metro 421 2 Nee 3 "De wagons zijn tot zinken gebracht, omdat het zo niet meer verwerkt hoeft te worden.
Er is nu zeerif aangelegd.
Meer zeefauna en zeeleven.
Er komen nu meer verschillende soorten vissen (zoals zeebaars)." 28 "De wagons zijn tot zinken gebracht, omdat het zo niet meer verwerkt hoeft te worden.
Er is nu zeerif aangelegd.
Meer zeefauna en zeeleven.
Er komen nu meer verschillende soorten vissen (zoals zeebaars)." "Given 1 2 3 4" 4
2 2022-12-12 UN1 7650826 41.45 No-SSI 1 Muziek 246 3 Ja 3 "Gebruikt verschillende hersengebieden.
Betere scores.
Kan oudere herinneringen ophalen.
Hogere score op een IQ-test." 42 "Gebruikt verschillende hersengebieden.
Betere scores.
Kan oudere herinneringen ophalen.
Hogere score op een IQ-test." "1 0 3 4" 3
2 2022-12-12 UN1 7650826 41.45 No-SSI 2 Beton 278 4 Nee 3 "Veel gebouwen hebben een centrale verwarming
Zo kan uitdroging ontstaan
Zo krimpen gebouwen, en kan de lift vast komen te zitten
Renovatie voor de lift is dan nodig, om die kleiner te maken
" 56 "Veel gebouwen hebben een centrale verwarming
Zo kan uitdroging ontstaan
Zo krimpen gebouwen, en kan de lift vast komen te zitten
Renovatie voor de lift is dan nodig, om die kleiner te maken
" "1 2 3 4 Given" 4
2 2022-12-12 UN1 7650826 41.45 No-SSI 2 Botox 317 5 Nee 3 "Botox wordt gebruikt door verkrampte spieren
Verkrampte spieren tussen het hoofd en de ogen om te ontspannen
Andere gezichtsuitdrukking
Mensen kunnen er jonger uitzien" 70 "Botox wordt gebruikt door verkrampte spieren
Verkrampte spieren tussen het hoofd en de ogen om te ontspannen
Andere gezichtsuitdrukking
Mensen kunnen er jonger uitzien" "1 4 3" 3
2 2022-12-12 UN1 7650826 41.45 No-SSI 2 Geld 236 6 Ja 2 "Mensen moeten vaak niet te lang afgeleid worden
?
Mensen wennen snel aan luxe
Mensen die een loterij winnen zijn vaak niet gelukkig" 84 "Mensen moeten vaak niet te lang afgeleid worden
?
Mensen wennen snel aan luxe
Mensen die een loterij winnen zijn vaak niet gelukkig" "1 3 Given" 2
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 1 Metro NA 1 Ja 4 "meer natuurvervuiling
?
?
?" 14 "meer natuurvervuiling
?
?
?" "0 0 0 0" 0
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 1 Muziek NA 2 Ja 2 "als je een instrument leert spelen gebruik je verschillende delen van je hersenen
je krijgt daardoor een hoger IQ
je herrinderd ook dingen aan een liedje
mensen die vergeetachtig zijn herinderen de liedjes die ze vroeger hebben geleerd" 28 "als je een instrument leert spelen gebruik je verschillende delen van je hersenen
je krijgt daardoor een hoger IQ
je herrinderd ook dingen aan een liedje
mensen die vergeetachtig zijn herinderen de liedjes die ze vroeger hebben geleerd" "Given 1 4 3" 3
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 1 Geld NA 3 Ja 2 "ze zijn niet gelukkig
dat komt omdat ze steeds meer willen
bijvoorbeeld willen mensen steeds meer alcol kopen
een man die meer dan 300 dolar won is niet gelukkigger dan andere mensen" 42 "ze zijn niet gelukkig
dat komt omdat ze steeds meer willen
bijvoorbeeld willen mensen steeds meer alcol kopen
een man die meer dan 300 dolar won is niet gelukkigger dan andere mensen" "0 4 0 0" 1
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 2 Suez NA 4 Ja 3 "de rede is dat eerst de route helemaal langs Afrika was,'
mensen deden daar veelste lang over
een oosterijkse man heeft de rivier ontworpen
zo is de route 40% korter geworden" 56 "de rede is dat eerst de route helemaal langs Afrika was,'
mensen deden daar veelste lang over
een oosterijkse man heeft de rivier ontworpen
zo is de route 40% korter geworden" "2 3 4 Given" 3
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 2 Beton NA 5 Ja 3 "er worden vaak centrale verwarmingen gebruikt
daardoor droogt het cement uit
doordat het uitdroogt wordt het kleiner
daardoor word het gebouw kleiner en blijven liften sneller hangen" 70 "er worden vaak centrale verwarmingen gebruikt
daardoor droogt het cement uit
doordat het uitdroogt wordt het kleiner
daardoor word het gebouw kleiner en blijven liften sneller hangen" "1 2 3 4" 4
2 2022-12-12 UN1 7650827 37.25 Diagramming-Only 2 Botox NA 6 Ja 4 "het is gif
het verstord je zenuwen en spieren en huid
je gezicht lijkt jonger
je gezichtsuitdrukking kan ongewenst veranderen" 84 "het is gif
het verstord je zenuwen en spieren en huid
je gezicht lijkt jonger
je gezichtsuitdrukking kan ongewenst veranderen" "0 Given 3 4" 2
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 1 Beton 172 1 Ja 3 "veel gebouwen hebben centrale warmte
het beton gaat uitdrogen
het gebouw krimpt 
de lift blijft hangen" 18 "veel gebouwen hebben centrale warmte
het beton gaat uitdrogen
het gebouw krimpt 
de lift blijft hangen" "1 2 3 4" 4
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 1 Botox 147 2 Ja 3 "het verlamd de spieren 
rimpels verdwijnen
je kan er jonger uitzien
maar je gezichtsuitdrukking kan veranderen" 36 "het verlamd de spieren 
rimpels verdwijnen
je kan er jonger uitzien
maar je gezichtsuitdrukking kan veranderen" "1 2 3 4" 4
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 1 Metro 170 3 Nee 3 "afval hoeft niet op een andere manier verwerkt te worden
kunstmatig rif word aangelegd
meer algen en plankton
meer vissen die daardoor aangetrokken worden" 54 "afval hoeft niet op een andere manier verwerkt te worden
kunstmatig rif word aangelegd
meer algen en plankton
meer vissen die daardoor aangetrokken worden" "1 2 3 4" 4
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 2 Muziek 116 4 Ja 2 "gebruik verschillende hersengebieden
hogere IQ score
muziek herrinerd je aan vroeger
beter scoren bij wiskunde" 68 "gebruik verschillende hersengebieden
hogere IQ score
muziek herrinerd je aan vroeger
beter scoren bij wiskunde" "1 4 3 2" 4
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 2 Geld 226 5 Ja 2 "je wordt teveel afgeleid door gevaar
je kan maar kort diep geluk of ongeluk ervaren
je went snel aan luxe
je hebt meer nodig om gelukkig te worden geld maakt maar voor een bepaalde tijd gelukkig" 82 "je wordt teveel afgeleid door gevaar
je kan maar kort diep geluk of ongeluk ervaren
je went snel aan luxe
je hebt meer nodig om gelukkig te worden geld maakt maar voor een bepaalde tijd gelukkig" "0 2 3 4" 3
2 2022-12-12 UN1 7650829 21.1666666666667 SSI 2 Suez 163 6 Ja 2 "geen natuurlijke verbinding tussen de twee oceaanen
schepen maakten een lange tocht
er was een kortere route nodig
het suezkanaal werd aangelegd" 96 "geen natuurlijke verbinding tussen de twee oceaanen
schepen maakten een lange tocht
er was een kortere route nodig
het suezkanaal werd aangelegd" "1 2 3 4" 4
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 1 Metro 37 1 Ja 0 ? 14 ? 0 0
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 1 Muziek 131 2 Nee 2 "muziek maakt je slimmer dat is wetenschapelijk bewezen. want je kan beter dingen onthouden en je scoort hoger op testten en het kan je helpen met ziektes om weer dingen te herrineren" 28 "muziek maakt je slimmer dat is wetenschapelijk bewezen. want je kan beter dingen onthouden en je scoort hoger op testten en het kan je helpen met ziektes om weer dingen te herrineren" "4 3 0 0" 2
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 1 Beton 137 3 Ja 2 "beton krimpt door de warmte dus bijvoorbeeld door de zon en veroorzaakt grote problemen zo moeten gebouwen worden versterkt of hersteld worden" 42 "beton krimpt door de warmte dus bijvoorbeeld door de zon en veroorzaakt grote problemen zo moeten gebouwen worden versterkt of hersteld worden" "3 0 0" 1
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 2 Geld 136 4 Nee 3 "mensen winnn geld ze kopen daar geluk mee en dat geluk duurt maar voor even en dan zijn ze weer blut" 56 "mensen winnn geld ze kopen daar geluk mee en dat geluk duurt maar voor even en dan zijn ze weer blut" "0 4 0" 1
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 2 Suez 127 5 Nee 3 "duurde te lang om spullen van a naar b te vervoeren dus moest er een nieuwe handelsroute komen idee was suezkanaal graven en is er een kortere weg" 70 "duurde te lang om spullen van a naar b te vervoeren dus moest er een nieuwe handelsroute komen idee was suezkanaal graven en is er een kortere weg" "2 3 4" 3
2 2022-12-12 UN1 7650830 18.3166666666667 No-SSI 2 Botox 167 6 Ja 2 "de gevolgen van botox is dat het giftig is en je er van dood kunt gaan maar je krijgt er geen rimpels van" 84 "de gevolgen van botox is dat het giftig is en je er van dood kunt gaan maar je krijgt er geen rimpels van" 2 1
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 1 Suez 179 1 Ja 3 "er is een nieuwe zee gegraven
waardoor mensen der eerder zijn
?
nu hoef je niet om te reizen" 14 "er is een nieuwe zee gegraven
waardoor mensen der eerder zijn
?
nu hoef je niet om te reizen" "0 0 0 0" 0
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 1 Metro 50 2 Ja 0 "geen afval
en meer vissen" 28 "geen afval
en meer vissen" "0 4" 1
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 1 Muziek 136 3 Ja 2 "je haalt hoger op IQ test
je bent beter in wis
je kan onthouden hoe lang het gelden was
?" 42 "je haalt hoger op IQ test
je bent beter in wis
je kan onthouden hoe lang het gelden was
?" "4 2 0 0" 2
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 2 Geld 57 4 Ja 0 eenzaam 56 eenzaam 0 0
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 2 Beton 99 5 Ja 2 "als het te warm word
dan droogt het beton uit
dan word het kleiner
?" 70 "als het te warm word
dan droogt het beton uit
dan word het kleiner
?" "1 2 3 0" 3
2 2022-12-12 UN1 7650837 23.9166666666667 No-SSI 2 Botox 29 6 Ja 0 ? 84 ? 0 0
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 1 Muziek NA 1 Ja 2 "goeide uitslagen halen op een IQ toets 
je leert noten 
is goed voor je muziek 
je word beter in Wiskunde" 14 "goeide uitslagen halen op een IQ toets 
je leert noten 
is goed voor je muziek 
je word beter in Wiskunde" "4 0 0 2" 2
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 1 Geld NA 2 Ja 3 "omdat ze niet weten wat ze er mee moeten doen
" 28 "omdat ze niet weten wat ze er mee moeten doen
" 0 0
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 1 Beton NA 3 Ja 0 "omdat de liften niet meer mee kunnen met de nieuwe technologie 
het beton verteert" 42 "omdat de liften niet meer mee kunnen met de nieuwe technologie 
het beton verteert" "0 0" 0
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 2 Metro NA 4 Ja 4 "de dieren werden geplet" 56 "de dieren werden geplet" 0 0
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 2 Botox NA 5 Ja 4 "het gaat strak staan en verlamt
" 70 "het gaat strak staan en verlamt
" "0 0" 0
2 2022-12-12 UN1 7650844 22.9833333333333 Diagramming-Only 2 Suez NA 6 Ja 2 "dat je sneller er bent" 84 "dat je sneller er bent" Given 0
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 1 Geld 367 1 Ja 3 "omdat mensen hun geluk niet bij het geld ligt maar bij andere dingen
omdat mensen snel aan luxe wennen
?
?" 18 "omdat mensen hun geluk niet bij het geld ligt maar bij andere dingen
omdat mensen snel aan luxe wennen
?
?" "0 3 0 0" 1
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 1 Muziek 137 2 Ja 4 "het ophalen van oude herinneringen 
het maken van wiskundetaken
" 36 "het ophalen van oude herinneringen 
het maken van wiskundetaken
" "3 2" 2
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 1 Suez 206 3 Ja 0 "andres negrelli ging op protest
" 54 "andres negrelli ging op protest
" 0 0
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 2 Botox 114 4 Nee 2 "ik weet het eerlijk gezegd niet" 68 "ik weet het eerlijk gezegd niet" 0 0
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 2 Metro 109 5 Nee 1 "?
?
?
?" 82 "?
?
?
?" 0 0
2 2022-12-12 UN1 7650845 24.8166666666667 SSI 2 Beton 50 6 Nee 0 "?
?
?
?" 96 "?
?
?
?" "0 0 0 0" 0
2 2022-12-12 UN1 7650858 26.55 SSI 1 Muziek 174 1 Ja 2 "muziek maakt gebruik van verschillende delen van de hersenen
brengt oude herineringen terug
hogere score op iq test
?

" 18 "muziek maakt gebruik van verschillende delen van de hersenen
brengt oude herineringen terug
hogere score op iq test
?

" "1 3 4 0" 3
2 2022-12-12 UN1 7650858 26.55 SSI 1 Metro 153 2 Ja 3 "het hoeft niet op een andere manier
een kunst matige rif angelegt
meer plankton
meer zeedieren worden aangetrokken" 36 "het hoeft niet op een andere manier
een kunst matige rif angelegt
meer plankton
meer zeedieren worden aangetrokken" "0 2 3 4" 3
2 2022-12-12 UN1 7650858 26.55 SSI 1 Suez 214 3 Ja 0 "geen natuurlijke wegen tussen atlantishce en ? oceaan
schepen moesten rond het afrikaanse continent varen
?
het suezkanaal werd aangelegt
de route werd korter
" 54 "geen natuurlijke wegen tussen atlantishce en ? oceaan
schepen moesten rond het afrikaanse continent varen
?
het suezkanaal werd aangelegt
de route werd korter
" "1 2 0 4 Given" 3
2 2022-12-12 UN1 7650858 26.55 SSI 2 Geld 209 4 Ja 1 "?
mensne wouden te veel dure spullen
?
mensne die de loterij hadden gewonenn waren niet heel lang gelukig" 68 "?
mensne wouden te veel dure spullen
?
mensne die de loterij hadden gewonenn waren niet heel lang gelukig" "0 0 0 4" 1
2 2022-12-12 UN1 7650858 26.55 SSI 2 Beton 78 5 Ja 1 "?
betonkrimp
gebouwen wprden kleiner
lift blijven hangen
lift renovatie is nodig" 82 "?
betonkrimp
gebouwen wprden kleiner
lift blijven hangen
lift renovatie is nodig" "0 3 4 Given" 2
2 2022-12-12 UN1 7650858 26.55 SSI 2 Botox 47 6 Ja 0 "?
spieren worden verdoofd
?
?" 96 "?
spieren worden verdoofd
?
?" "0 1 0 0" 1
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 1 Metro 172 1 Nee 3 "er wordt een rif aan gelegt
er komt veel plankton
er komen veel vissen op af
?" 14 "er wordt een rif aan gelegt
er komt veel plankton
er komen veel vissen op af
?" "2 3 4 0" 3
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 1 Beton 63 2 Ja 1 ? 28 ? 0 0
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 1 Geld 94 3 Nee 3 "je went snel aan luxe 
?" 42 "je went snel aan luxe 
?" "3 0" 1
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 2 Muziek 118 4 Nee 4 "je wiskunde gaat omhoog
iq woordt hoger
je heringering komen omhoog
?" 56 "je wiskunde gaat omhoog
iq woordt hoger
je heringering komen omhoog
?" "2 4 3 0" 3
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 2 Botox 56 5 Nee 1 "dat je er lelijk uit ziet" 70 "dat je er lelijk uit ziet" 0 0
2 2022-12-12 UN1 7650869 18.0666666666667 No-SSI 2 Suez 106 6 Nee 3 ? 84 ? 0 0
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 1 Muziek NA 1 Nee 4 ? 14 ? 0 0
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 1 Metro NA 2 Ja 0 "
?
" 28 "
?
" 0 0
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 1 Beton NA 3 Ja 2 ? 42 ? 0 0
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 2 Suez NA 4 Nee 3 "door het graven van het suezkanaal" 56 "door het graven van het suezkanaal" 4 1
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 2 Botox NA 5 Ja 2 "doordat het de zenuwen en de spieren in ins gezicht verlamd kan het nare gevolgen hebben en kan je zelfs doodgaan" 70 "doordat het de zenuwen en de spieren in ins gezicht verlamd kan het nare gevolgen hebben en kan je zelfs doodgaan" "0 1 0" 1
2 2022-12-12 UN1 7650878 10.4333333333333 Diagramming-Only 2 Geld NA 6 Ja 0 ? 84 ? 0 0
2 2022-12-13 umU 7657572 17.3 SSI 1 Beton 126 1 Nee 3 "centrale verwarming
 zorgt ervoor dat de beton uidroogt, 
waardoor het krimpt, 
waardoor liften blijven hangen" 18 "centrale verwarming
 zorgt ervoor dat de beton uidroogt, 
waardoor het krimpt, 
waardoor liften blijven hangen" "1 2 3 4" 4
2 2022-12-13 umU 7657572 17.3 SSI 1 Metro 132 2 Nee 3 "redbirds zinken, daarom legt men een neprif aan
 vanwege dat neprif komen er meer plankton etc
door de plankton komen er meer vissen (plankton is hun voer)" 36 "redbirds zinken, daarom legt men een neprif aan
 vanwege dat neprif komen er meer plankton etc
door de plankton komen er meer vissen (plankton is hun voer)" "Given 2 3 4" 3
2 2022-12-13 umU 7657572 17.3 SSI 1 Botox 147 3 Nee 2 "mensen hebben rare spiertjes en willen die niet meer
ze spuiten botox in hun huid
mensen willen het daarna gebruiken voor gladde huid
ongewenste gezichtsuitdrukkingen en soms geen gevoel meer in die plek" 54 "mensen hebben rare spiertjes en willen die niet meer
ze spuiten botox in hun huid
mensen willen het daarna gebruiken voor gladde huid
ongewenste gezichtsuitdrukkingen en soms geen gevoel meer in die plek" "0 0 2 4" 2
2 2022-12-13 umU 7657572 17.3 SSI 2 Muziek 150 4 Nee 4 "je wordt beter met wiskunde vaardigheden ofzo
je gebruikt veel hersengebieden
je kan oude herrineringen ophalen (handig bij mensenmet alzheimer)
je haalt hoger op iq tests" 68 "je wordt beter met wiskunde vaardigheden ofzo
je gebruikt veel hersengebieden
je kan oude herrineringen ophalen (handig bij mensenmet alzheimer)
je haalt hoger op iq tests" "2 1 3 4" 4
2 2022-12-13 umU 7657572 17.3 SSI 2 Geld 91 5 Nee 2 "het geld went snel en voelt minder speciaal
?
?
?" 82 "het geld went snel en voelt minder speciaal
?
?
?" "3 0 0 0" 1
2 2022-12-13 umU 7657572 17.3 SSI 2 Suez 97 6 Nee 1 "mensen wouden sneller handelen
geen natuurlijke weg, de weg was te lang
?
?" 96 "mensen wouden sneller handelen
geen natuurlijke weg, de weg was te lang
?
?" "0 0 2 0 0" 1
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 1 Suez NA 1 Ja 1 "1. het suezkanaal is belangrijk voor de wereldhandel
2. het suezkanaal verbint de atlantische oceaan en de indische oceean
3.?
4.het suezkanaal maakt de afstand tussen jeddah en rotterdam korter dan als je via het woestijn zou rijzen
" 14 "1. het suezkanaal is belangrijk voor de wereldhandel
2. het suezkanaal verbint de atlantische oceaan en de indische oceean
3.?
4.het suezkanaal maakt de afstand tussen jeddah en rotterdam korter dan als je via het woestijn zou rijzen
" "0 1 0 Given" 1
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 1 Botox NA 2 Ja 3 "1. botox blokkeert het aanspanningssignaal inje spieren waar het wordt ingespoten
2. het gebruik van botox wordt gecontroleerd omdat het kan lijden tot ongelukken
3. een van die ongelukken is dat 28 mensen in amerika aan botox zijn overleden
4. botox wordt gebruikt in zowel de plastische chirurgie als om medische redenen
" 28 "1. botox blokkeert het aanspanningssignaal inje spieren waar het wordt ingespoten
2. het gebruik van botox wordt gecontroleerd omdat het kan lijden tot ongelukken
3. een van die ongelukken is dat 28 mensen in amerika aan botox zijn overleden
4. botox wordt gebruikt in zowel de plastische chirurgie als om medische redenen
" "Given 0" 0
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 1 Metro NA 3 Ja 2 "1. vele metrowagons zakken naar de bodem van de oceaan in de buurt van amerika
2.?
3 . er wordt een kunstmatig koraalrif aangelegd zodat er weer plankton komt
4. het kunstmatig aangelegde koraal trekt vissen en makreel aan naast plankton" 42 "1. vele metrowagons zakken naar de bodem van de oceaan in de buurt van amerika
2.?
3 . er wordt een kunstmatig koraalrif aangelegd zodat er weer plankton komt
4. het kunstmatig aangelegde koraal trekt vissen en makreel aan naast plankton" "Given 0 2 3 4" 3
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 2 Beton NA 4 Ja 3 "1. het beton is een bouwmateriaal dat een certificaat nodig heeft voor gebruik ervan
2. het beton heeft een verwarmingstemperatuur
3. het beton zorgt ervoor dat gebowen krimpen als het droogt, waardoor schade wordt gebracht aan de lift
4. de lift moet worden gerenoveerd" 56 "1. het beton is een bouwmateriaal dat een certificaat nodig heeft voor gebruik ervan
2. het beton heeft een verwarmingstemperatuur
3. het beton zorgt ervoor dat gebowen krimpen als het droogt, waardoor schade wordt gebracht aan de lift
4. de lift moet worden gerenoveerd" "0 0 3 2 4 Given" 3
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 2 Muziek NA 5 Ja 2 "1. muziek lezen en tegelijkertijd spelen is goed voor je brein
2. meerdere delen van de hersenen zijn tegelijkertijd in werking
3. kinderen die muziek spelen scoren hoger op IQ
4. patienten met alzheimers  kunnen liedjes herinneren van jaren geleden als ze muziek speelden
" 70 "1. muziek lezen en tegelijkertijd spelen is goed voor je brein
2. meerdere delen van de hersenen zijn tegelijkertijd in werking
3. kinderen die muziek spelen scoren hoger op IQ
4. patienten met alzheimers  kunnen liedjes herinneren van jaren geleden als ze muziek speelden
" "Given 1 4 3" 3
2 2022-12-13 umU 7657585 22.3833333333333 Diagramming-Only 2 Geld NA 6 Ja 1 "1. het is bekend dat economische welvaart ons niet blijmaakt maar wel  het bijhoren bij een maatschappij of familie
2.?
3. geld en alcohol en dergelijke kunnen alleen op korte termijn  iemand gelukkig maken
4.?" 84 "1. het is bekend dat economische welvaart ons niet blijmaakt maar wel  het bijhoren bij een maatschappij of familie
2.?
3. geld en alcohol en dergelijke kunnen alleen op korte termijn  iemand gelukkig maken
4.?" "0 4 0" 1
2 2022-12-13 umU 7657586 21.5166666666667 SSI 1 Geld 194 1 Ja 1 "mensen wennen snel aan luxe
als je te veel hebt heb je meer nodig om gelukkig te zijn
?
?" 18 "mensen wennen snel aan luxe
als je te veel hebt heb je meer nodig om gelukkig te zijn
?
?" "3 4 0 0" 2
2 2022-12-13 umU 7657586 21.5166666666667 SSI 1 Beton 113 2 Nee 3 "als beton uitdroogt krimpt het
de liften zijn niet kleiner gemaakt
er is geen rekening gehouden met de centrale verwarming 
?" 36 "als beton uitdroogt krimpt het
de liften zijn niet kleiner gemaakt
er is geen rekening gehouden met de centrale verwarming 
?" "2 3 4 1" 4
2 2022-12-13 umU 7657586 21.5166666666667 SSI 1 Metro 128 3 Nee 2 "er zijn kunstmatige planten aangelegd
meer leefruimte voor dieren
meer vissen en andere zeebodem dieren
het afval hoeft neit meer op een andere manier opgeruimd te worden" 54 "er zijn kunstmatige planten aangelegd
meer leefruimte voor dieren
meer vissen en andere zeebodem dieren
het afval hoeft neit meer op een andere manier opgeruimd te worden" "2 4 1" 3
2 2022-12-13 umU 7657586 21.5166666666667 SSI 2 Suez 117 4 Nee 4 "omdat de handelsroute te lang duurde
het was een onhandige route 
?
?" 68 "omdat de handelsroute te lang duurde
het was een onhandige route 
?
?" "2 0 0" 1
2 2022-12-13 umU 7657586 21.5166666666667 SSI 2 Botox 92 5 Nee 3 "mensen zien er jonger uit
gezichtsuitdrukking kan veranderen
kan helpen bij klachten
?" 82 "mensen zien er jonger uit
gezichtsuitdrukking kan veranderen
kan helpen bij klachten
?" "3 4 0 0" 2
2 2022-12-13 umU 7657586 21.5166666666667 SSI 2 Muziek 86 6 Nee 3 "hogere IQ scrore
helpt met herinneringen
traint verschillende vaardigheden
?" 96 "hogere IQ scrore
helpt met herinneringen
traint verschillende vaardigheden
?" "4 3 0 0" 2
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 1 Muziek 182 1 Ja 2 "je haalt hoger opde iq test 
je word beter in wiskundige vaardigheden.
je kan oudere mensen helpen herrineringen terug te krijgen " 14 "je haalt hoger opde iq test 
je word beter in wiskundige vaardigheden.
je kan oudere mensen helpen herrineringen terug te krijgen" "4 2 3" 3
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 1 Botox 154 2 Ja 1 "sommige rimpels gaan weg 
je ziet er jonger uit " 28 "sommige rimpels gaan weg 
je ziet er jonger uit" "2 3" 2
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 1 Suez 156 3 Ja 1 "er was geen natuurlijke route die kort was 
" 42 "er was geen natuurlijke route die kort was 
" 0 0
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 2 Geld 115 4 Ja 0 "je weet niet hoe je er mee om moet gaan 
je went snel aan luxe " 56 "je weet niet hoe je er mee om moet gaan 
je went snel aan luxe" "0 3" 1
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 2 Metro 98 5 Ja 2 "er komen meer vissen 
er is een kunstmatig rif aangelegd 
minder afval op straten " 70 "er komen meer vissen 
er is een kunstmatig rif aangelegd 
minder afval op straten" "4 2 0" 2
2 2022-12-13 umU 7657587 20.2666666666667 No-SSI 2 Beton 76 6 Ja 0 ? 84 ? 0 0
2 2022-12-13 umU 7657589 16.25 Diagramming-Only 1 Suez NA 1 Ja 2 "ze kunnen nu binnen door varen
ze hoeven niet meer heel afrika om maar kunnen door het suezkanaal
?
?" 14 "ze kunnen nu binnen door varen
ze hoeven niet meer heel afrika om maar kunnen door het suezkanaal
?
?" "0 2 0 0" 1
